"","spotify_id","name","followers","popularity","genres","chart_hits"
"22","4r63FhuTkUYltbVAg5TQnk","DaBaby",10052327,82,"['north carolina hip hop', 'rap', 'trap']","['us (39)', 'gb (6)', 'ar (1)', 'au (7)', 'at (4)', 'be (6)', 'bo (1)', 'br (1)', 'bg (17)', 'ca (35)', 'cl (1)', 'co (1)', 'cr (2)', 'cy (8)', 'cz (3)', 'dk (7)', 'do (3)', 'ec (1)', 'eg (3)', 'sv (1)', 'ee (9)', 'fi (6)', 'fr (2)', 'de (3)', 'gr (13)', 'gt (1)', 'hn (1)', 'hk (4)', 'hu (7)', 'is (16)', 'in (2)', 'id (1)', 'ie (10)', 'il (6)', 'it (1)', 'jp (1)', 'lv (9)', 'lt (8)', 'lu (14)', 'my (2)', 'mt (8)', 'mx (1)', 'ma (3)', 'nl (4)', 'nz (9)', 'ni (1)', 'no (9)', 'pa (2)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (5)', 'ro (9)', 'ru (1)', 'sa (5)', 'sg (3)', 'sk (4)', 'za (15)', 'kr (1)', 'es (1)', 'se (4)', 'ch (8)', 'tw (3)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (8)', 'uy (1)', 'vn (1)', 'ad (1)']"
"23","1anyVhU62p31KFi8MEzkbf","Chance the Rapper",5737262,75,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']","['us (33)', 'gb (3)', 'au (4)', 'be (1)', 'bg (2)', 'ca (18)', 'cy (1)', 'cz (1)', 'ee (2)', 'gr (2)', 'hu (1)', 'is (2)', 'ie (2)', 'il (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'mt (1)', 'nz (3)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'za (3)', 'ch (1)']"
"24","329e4yvIujISKGKz1BZZbO","Farruko",13975050,84,"['latin hip hop', 'reggaeton', 'trap latino']","['us (1)', 'ar (19)', 'at (1)', 'be (3)', 'bo (19)', 'bg (2)', 'ca (1)', 'cl (27)', 'co (21)', 'cr (18)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (39)', 'ec (19)', 'sv (20)', 'ee (1)', 'fi (1)', 'fr (3)', 'de (1)', 'gr (1)', 'gt (28)', 'hn (29)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (3)', 'mt (3)', 'mx (13)', 'ma (1)', 'nl (1)', 'ni (16)', 'no (1)', 'pa (38)', 'py (25)', 'pe (20)', 'ph (1)', 'pl (1)', 'pt (2)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (22)', 'se (1)', 'ch (1)', 'tw (1)', 'ae (1)', 'uy (21)', 'ad (1)']"
"25","2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar",21389956,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","['us (65)', 'gb (62)', 'ar (2)', 'au (64)', 'at (40)', 'be (61)', 'bo (3)', 'br (16)', 'bg (46)', 'ca (64)', 'cl (3)', 'co (5)', 'cr (17)', 'cy (36)', 'cz (27)', 'dk (54)', 'do (12)', 'ec (2)', 'eg (13)', 'sv (5)', 'ee (48)', 'fi (42)', 'fr (41)', 'de (47)', 'gr (39)', 'gt (3)', 'hn (7)', 'hk (20)', 'hu (33)', 'is (52)', 'in (2)', 'id (6)', 'ie (64)', 'il (22)', 'it (28)', 'jp (4)', 'lv (50)', 'lt (47)', 'lu (39)', 'my (21)', 'mt (21)', 'mx (5)', 'ma (19)', 'nl (58)', 'nz (64)', 'ni (5)', 'no (50)', 'pa (12)', 'py (4)', 'pe (2)', 'ph (16)', 'pl (42)', 'pt (65)', 'ro (22)', 'sa (16)', 'sg (25)', 'sk (40)', 'za (25)', 'kr (18)', 'es (7)', 'se (41)', 'ch (57)', 'tw (16)', 'th (6)', 'tr (14)', 'ua (2)', 'ae (21)', 'uy (3)', 'vn (2)']"
"26","3wyVrVrFCkukjdVIdirGVY","Lil Pump",7916606,66,"['emo rap', 'miami hip hop', 'rap', 'trap', 'viral rap']","['us (17)', 'gb (2)', 'ar (2)', 'au (3)', 'at (5)', 'be (6)', 'bo (2)', 'br (1)', 'bg (13)', 'ca (15)', 'cl (2)', 'co (1)', 'cr (3)', 'cy (7)', 'cz (6)', 'dk (6)', 'do (3)', 'ec (1)', 'sv (3)', 'ee (9)', 'fi (6)', 'fr (4)', 'de (6)', 'gr (8)', 'gt (3)', 'hn (4)', 'hk (1)', 'hu (8)', 'is (14)', 'id (1)', 'ie (4)', 'il (3)', 'it (5)', 'jp (1)', 'lv (11)', 'lt (8)', 'lu (7)', 'my (1)', 'mt (7)', 'mx (2)', 'nl (4)', 'nz (4)', 'ni (2)', 'no (6)', 'pa (4)', 'py (3)', 'pe (1)', 'ph (1)', 'pl (6)', 'pt (5)', 'ro (9)', 'sa (1)', 'sg (1)', 'sk (8)', 'es (3)', 'se (5)', 'ch (6)', 'tw (1)', 'th (1)', 'tr (1)', 'ae (1)', 'uy (2)']"
"27","17lzZA2AlOHwCwFALHttmp","2 Chainz",7360903,76,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (18)', 'gb (1)', 'au (3)', 'at (1)', 'be (3)', 'bg (6)', 'ca (10)', 'cy (3)', 'cz (1)', 'dk (2)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (6)', 'hk (2)', 'hu (2)', 'is (4)', 'in (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (5)', 'lt (3)', 'lu (5)', 'my (1)', 'mt (2)', 'mx (1)', 'nz (4)', 'no (2)', 'pl (1)', 'pt (1)', 'ro (3)', 'sg (1)', 'sk (2)', 'se (1)', 'ch (3)', 'tw (1)']"
"28","2iojnBLj0qIMiKPvVhLnsH","Trey Songz",6795545,70,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (2)', 'cz (1)', 'do (1)', 'ee (1)', 'fr (1)', 'gr (1)', 'hn (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'my (2)', 'mt (1)', 'nl (2)', 'nz (2)', 'pa (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'sg (2)', 'sk (1)', 'ch (1)', 'tw (2)', 'tr (2)']"
"29","1URnnhqYAYcrqrcwql10ft","21 Savage",11641065,86,"['atl hip hop', 'rap', 'trap']","['us (59)', 'gb (10)', 'au (9)', 'at (7)', 'be (10)', 'br (1)', 'bg (37)', 'ca (47)', 'cr (2)', 'cy (11)', 'cz (5)', 'dk (7)', 'do (2)', 'eg (5)', 'sv (1)', 'ee (12)', 'fi (7)', 'fr (7)', 'de (6)', 'gr (24)', 'hn (2)', 'hk (4)', 'hu (10)', 'is (24)', 'in (1)', 'id (2)', 'ie (11)', 'il (6)', 'it (4)', 'jp (2)', 'lv (17)', 'lt (16)', 'lu (22)', 'my (3)', 'mt (6)', 'ma (4)', 'nl (8)', 'nz (10)', 'no (11)', 'pa (2)', 'ph (2)', 'pl (3)', 'pt (9)', 'ro (23)', 'ru (6)', 'sa (5)', 'sg (5)', 'sk (8)', 'za (17)', 'es (1)', 'se (6)', 'ch (17)', 'tw (4)', 'th (3)', 'tr (2)', 'ua (6)', 'ae (8)', 'vn (1)']"
"30","3q7HBObVc0L8jNeTe5Gofh","50 Cent",9380724,82,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['us (2)', 'gb (2)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'ca (3)', 'cr (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (2)', 'ae (1)']"
"31","46SHBwWsqBkxI7EeeBEQG7","Kodak Black",8470773,81,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']","['us (24)', 'gb (3)', 'au (5)', 'at (2)', 'be (4)', 'bg (9)', 'ca (15)', 'cr (1)', 'cy (6)', 'cz (3)', 'dk (2)', 'do (1)', 'sv (1)', 'ee (7)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (9)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (9)', 'id (1)', 'ie (5)', 'il (1)', 'it (1)', 'jp (1)', 'lv (9)', 'lt (7)', 'lu (9)', 'my (1)', 'mt (4)', 'ma (1)', 'nl (2)', 'nz (5)', 'no (6)', 'pa (1)', 'ph (1)', 'pl (2)', 'pt (4)', 'ro (6)', 'sa (1)', 'sg (2)', 'sk (4)', 'za (2)', 'es (1)', 'se (2)', 'ch (4)', 'tw (2)', 'th (1)', 'tr (1)', 'ae (2)', 'vn (1)']"
"32","0TnOYISbd1XYRBk9myaseg","Pitbull",9555658,82,"['dance pop', 'miami hip hop', 'pop', 'pop rap']","['us (7)', 'gb (7)', 'ar (20)', 'au (7)', 'at (10)', 'be (9)', 'bo (17)', 'br (8)', 'bg (8)', 'ca (8)', 'cl (16)', 'co (15)', 'cr (12)', 'cy (2)', 'cz (7)', 'dk (8)', 'do (11)', 'ec (21)', 'sv (18)', 'ee (10)', 'fi (13)', 'fr (7)', 'de (11)', 'gr (8)', 'gt (20)', 'hn (15)', 'hk (7)', 'hu (10)', 'is (8)', 'id (2)', 'ie (8)', 'it (11)', 'lv (10)', 'lt (10)', 'lu (6)', 'my (12)', 'mt (9)', 'mx (20)', 'nl (11)', 'nz (7)', 'ni (13)', 'no (13)', 'pa (21)', 'py (13)', 'pe (17)', 'ph (6)', 'pl (7)', 'pt (12)', 'sg (9)', 'sk (10)', 'es (21)', 'se (8)', 'ch (10)', 'tw (13)', 'tr (6)', 'uy (18)', 'ad (1)']"
"33","0eHQ9o50hj6ZDNBt6Ys1sD","Yandel",6199874,75,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['us (1)', 'ar (21)', 'bo (17)', 'bg (1)', 'cl (30)', 'co (19)', 'cr (9)', 'do (21)', 'ec (17)', 'sv (17)', 'gt (24)', 'hn (18)', 'mt (2)', 'mx (15)', 'ni (11)', 'pa (18)', 'py (24)', 'pe (14)', 'es (21)', 'uy (24)']"
"34","137W8MRPWKqSmrBGDBFSop","Wiz Khalifa",10707810,82,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (21)', 'gb (2)', 'ar (1)', 'au (2)', 'at (2)', 'be (1)', 'bo (1)', 'br (2)', 'bg (10)', 'ca (13)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (5)', 'cz (1)', 'dk (3)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (3)', 'fr (3)', 'de (5)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (4)', 'is (2)', 'in (1)', 'id (1)', 'ie (1)', 'il (2)', 'it (1)', 'jp (1)', 'lv (5)', 'lt (2)', 'lu (5)', 'my (1)', 'mt (5)', 'mx (1)', 'nl (1)', 'nz (3)', 'ni (1)', 'no (4)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (3)', 'pt (1)', 'ro (2)', 'sg (1)', 'sk (3)', 'es (1)', 'se (3)', 'ch (6)', 'tw (3)', 'tr (2)', 'uy (1)', 'vn (1)']"
"35","0VRj0yCOv2FXJNP47XQnx5","Quavo",5898377,79,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (13)', 'gb (2)', 'au (2)', 'at (1)', 'be (1)', 'bg (18)', 'ca (11)', 'cy (2)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (8)', 'hk (1)', 'hu (1)', 'is (5)', 'ie (2)', 'il (2)', 'lv (2)', 'lt (2)', 'lu (7)', 'mt (1)', 'nl (1)', 'nz (2)', 'no (2)', 'pl (1)', 'pt (2)', 'ro (11)', 'sk (1)', 'za (1)', 'se (1)', 'ch (6)', 'tw (1)']"
"36","6l3HvQ5sa6mXTsMTB19rO5","J. Cole",17839233,85,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","['us (57)', 'gb (41)', 'au (42)', 'at (16)', 'be (30)', 'bg (40)', 'ca (52)', 'cr (7)', 'cy (33)', 'cz (7)', 'dk (28)', 'do (17)', 'eg (6)', 'sv (1)', 'ee (39)', 'fi (15)', 'fr (4)', 'de (13)', 'gr (39)', 'hn (2)', 'hk (9)', 'hu (19)', 'is (34)', 'in (1)', 'id (1)', 'ie (41)', 'il (25)', 'it (2)', 'jp (1)', 'lv (41)', 'lt (40)', 'lu (40)', 'my (10)', 'mt (23)', 'ma (11)', 'nl (32)', 'nz (45)', 'no (31)', 'pa (6)', 'ph (4)', 'pl (10)', 'pt (39)', 'ro (28)', 'sa (13)', 'sg (9)', 'sk (15)', 'za (19)', 'kr (11)', 'es (1)', 'se (22)', 'ch (35)', 'tw (6)', 'th (2)', 'tr (3)', 'ae (18)', 'vn (2)']"
"37","6icQOAFXDZKsumw3YXyusw","Lil Yachty",8294455,76,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']","['us (28)', 'gb (2)', 'au (1)', 'at (1)', 'be (3)', 'bg (10)', 'ca (14)', 'cy (2)', 'cz (1)', 'dk (1)', 'ee (3)', 'de (1)', 'gr (8)', 'hu (3)', 'is (11)', 'ie (1)', 'il (2)', 'lv (4)', 'lt (3)', 'lu (3)', 'mt (3)', 'nl (1)', 'nz (2)', 'no (2)', 'pl (1)', 'pt (2)', 'ro (7)', 'sa (1)', 'sk (2)', 'za (4)', 'se (2)', 'ch (3)', 'ae (1)']"
"38","1sBkRIssrMs1AbVkOJbc7a","Rick Ross",6220623,77,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (2)', 'cy (1)', 'ee (1)', 'gr (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'za (7)', 'ch (1)', 'ae (1)']"
"39","1SupJlEpv7RS2tPNRaHViT","Nicky Jam",17688765,82,"['latin hip hop', 'reggaeton', 'trap latino']","['us (4)', 'gb (2)', 'ar (25)', 'au (2)', 'at (5)', 'be (5)', 'bo (28)', 'br (4)', 'bg (6)', 'ca (3)', 'cl (30)', 'co (36)', 'cr (23)', 'cy (4)', 'cz (5)', 'dk (3)', 'do (30)', 'ec (29)', 'sv (27)', 'ee (6)', 'fi (4)', 'fr (4)', 'de (5)', 'gr (5)', 'gt (30)', 'hn (27)', 'hk (3)', 'hu (5)', 'is (3)', 'ie (2)', 'il (2)', 'it (12)', 'jp (1)', 'lv (5)', 'lt (6)', 'lu (8)', 'my (3)', 'mt (7)', 'mx (19)', 'nl (8)', 'nz (2)', 'ni (22)', 'no (3)', 'pa (30)', 'py (25)', 'pe (30)', 'ph (1)', 'pl (4)', 'pt (11)', 'ro (3)', 'sg (3)', 'sk (6)', 'es (28)', 'se (4)', 'ch (12)', 'tw (3)', 'th (1)', 'tr (2)', 'uy (27)', 'vn (1)', 'ad (3)']"
"40","3nFkdlSjzX9mRTtwJOzDYB","JAY-Z",7597737,83,"['east coast hip hop', 'hip hop', 'rap']","['us (19)', 'gb (8)', 'ar (1)', 'au (6)', 'at (3)', 'be (4)', 'bo (1)', 'bg (2)', 'ca (5)', 'cl (1)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (3)', 'do (1)', 'sv (1)', 'ee (3)', 'fi (4)', 'fr (4)', 'de (3)', 'gr (3)', 'gt (2)', 'hk (2)', 'hu (2)', 'is (8)', 'id (1)', 'ie (5)', 'it (3)', 'lv (4)', 'lt (3)', 'lu (2)', 'my (2)', 'mt (2)', 'mx (1)', 'nl (2)', 'nz (4)', 'ni (1)', 'no (1)', 'pa (1)', 'pl (3)', 'pt (2)', 'sg (2)', 'sk (2)', 'se (2)', 'ch (7)', 'tw (2)', 'tr (3)']"
"41","1RyvyyTE3xzB2ZywiAwp0i","Future",12110689,88,"['atl hip hop', 'rap', 'southern hip hop', 'trap']","['us (158)', 'gb (21)', 'ar (2)', 'au (14)', 'at (11)', 'be (11)', 'bo (4)', 'br (3)', 'bg (44)', 'ca (83)', 'cl (1)', 'co (3)', 'cr (4)', 'cy (18)', 'cz (5)', 'dk (14)', 'do (5)', 'ec (1)', 'eg (3)', 'sv (4)', 'ee (14)', 'fi (11)', 'fr (4)', 'de (13)', 'gr (30)', 'gt (3)', 'hn (4)', 'hk (5)', 'hu (10)', 'is (48)', 'in (1)', 'id (4)', 'ie (11)', 'il (6)', 'it (5)', 'jp (2)', 'lv (17)', 'lt (18)', 'lu (34)', 'my (4)', 'mt (12)', 'mx (2)', 'ma (12)', 'nl (10)', 'nz (14)', 'ni (3)', 'no (14)', 'pa (4)', 'py (2)', 'ph (4)', 'pl (5)', 'pt (12)', 'ro (26)', 'ru (1)', 'sa (9)', 'sg (4)', 'sk (17)', 'za (28)', 'kr (1)', 'es (4)', 'se (11)', 'ch (28)', 'tw (4)', 'th (1)', 'tr (4)', 'ua (1)', 'ae (15)', 'uy (2)', 'vn (1)']"
"42","5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.",8025041,77,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']","['us (1)', 'gb (1)', 'au (2)', 'bg (1)', 'ca (2)', 'is (1)', 'ie (3)', 'nz (3)', 'ro (1)']"
"43","4LLpKhyESsyAXpc4laK94U","Mac Miller",7958058,83,"['hip hop', 'pittsburgh rap', 'rap']","['us (39)', 'gb (10)', 'au (14)', 'at (5)', 'be (8)', 'bo (1)', 'bg (6)', 'ca (28)', 'co (1)', 'cr (4)', 'cy (3)', 'cz (7)', 'dk (6)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (19)', 'fi (3)', 'fr (2)', 'de (2)', 'gr (4)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (6)', 'id (1)', 'ie (11)', 'il (6)', 'jp (1)', 'lv (21)', 'lt (19)', 'lu (8)', 'my (1)', 'mt (8)', 'mx (1)', 'ma (1)', 'nl (9)', 'nz (20)', 'no (7)', 'pa (2)', 'ph (1)', 'pl (4)', 'pt (14)', 'ro (3)', 'sa (1)', 'sg (1)', 'sk (8)', 'za (12)', 'se (3)', 'ch (7)', 'tw (4)', 'th (1)', 'ae (1)', 'vn (1)']"
